date,clawhub_cumulative_skills_published,clawhub_total_skills_snapshot,clawhub_total_installs_alltime_snapshot,clawhub_total_downloads_alltime_snapshot,evomap_total_nodes,evomap_total_assets,evomap_promoted_assets,moltbook_human_verified,moltbook_total_registered,olas_gnosis_daily_active_agents,olas_mode_daily_active_agents,olas_total_daily_active_agents,langgraph_pypi_downloads,langgraph_github_stars_cumulative,crewai_pypi_downloads,crewai_github_stars_cumulative,agent_framework_pypi_downloads,agent_framework_github_stars_cumulative,n8n_npm_downloads,n8n_github_stars_cumulative,smithery_total_servers,robinhood_chain_transactions_count,robinhood_chain_total_addresses,robinhood_chain_total_transactions,robinhood_chain_total_blocks
2026-08-08,74950,73146,2138632,66567462,333473,4609959,1618177,210056,2906467,481,60,541,2034624,39171,750590,56766,52463,12677,14985,199775,7670,11484157,6904918,296483009,30886626
2026-08-09,74950,73282,2137555,66570048,334926,4617905,1613004,210094,2906598,547,60,607,1627187,39263,743795,56822,54833,12690,14023,199883,7623,10338617,7123142,307105174,31749769
2026-08-10,74950,73422,2137565,66638290,340337,4626583,1602283,210161,2906780,408,60,468,2724249,39348,831427,56887,56515,12708,21077,200040,7752,11694022,7268390,318041629,32641467
2026-08-11,74950,73612,2118218,66122646,340714,4639393,1599967,210221,2906948,512,0,512,2761698,39423,791345,56924,56249,12724,23690,200179,7816,20500102,7476391,332312619,33486517
2026-08-12,74950,73878,2118122,66178676,341658,4648843,1599402,210301,2907161,478,60,538,2878368,39505,881697,56974,59699,12745,19068,200310,7876,26919788,11522824,359397249,34361515
2026-08-13,74950,74095,2117051,66202716,344738,4659051,1599742,210349,2907323,540,60,600,3024448,39588,989747,57011,52816,12762,18081,200434,7923,9291976,14152820,376812258,35226919
2026-08-14,74950,74463,2099619,65759949,346599,4669815,1597905,210422,2907512,404,60,464,2649561,39656,1771038,57066,58995,12795,0,200577,7979,11330977,14367875,386962853,36086862
2026-08-15,74950,74655,2083766,65330249,347053,4680479,1589929,210476,2907668,461,60,521,1545862,39703,1685563,57089,58257,12811,15611,200665,8032,7569742,14532453,396926690,36917192
2026-08-16,74950,74741,2083626,65351949,347484,4691011,1589102,210536,2907824,443,60,503,1659759,39768,1709723,57139,58387,12829,,200811,8213,6897418,14670053,404388991,37779956
2026-08-17,74950,74950,2079436,65251566,347959,4700186,1593237,210602,2907981,119,40,159,,39836,,57189,,12840,,200935,8780,,14831440,410848326,38648875
